Time_s,X_Position,Y_Position,Distance_from_Center
0.0,2.93225837574019,1.861360813404719,3.4731546553208905
0.1,3.094612417170122,1.3987206549904574,3.3960337871111412
0.2,3.4991824210096247,1.0964640560894843,3.6669484645681867
0.30000000000000004,3.988632495512636,1.0964640560894843,4.136595533836438
0.4,4.404652060722629,1.3987206549904574,4.621404466904519
0.5,4.574738086963222,1.861360813404719,4.9389161404088044
0.6000000000000001,4.404652060722629,2.32700593387988,4.981557627122291
0.7000000000000001,3.988632495512629,2.6345144882668645,4.780152275100378
0.8,3.4991824210096247,2.634514488266852,4.380062123348336
0.9,3.094612417170122,2.32700593387988,3.8718965157679097
1.0,2.93225837574019,1.861360813404719,3.4731546553208905
1.1,3.0946124171701186,1.3987206549904538,3.3960337871111363
1.2000000000000002,3.4991824210096247,1.0964640560893884,3.666948464568158
1.3,3.988632495512629,1.0964640560894843,4.136595533836431
1.4000000000000001,4.404652060722629,1.3987206549904574,4.621404466904519
1.5,4.574738086963222,1.861360813404719,4.9389161404088044
1.6,4.404652060722629,2.32700593387988,4.981557627122291
1.7000000000000002,3.988632495512636,2.6345144882668645,4.780152275100384
1.8,3.4991824210096247,2.634514488266852,4.380062123348336
1.9000000000000001,3.094612417170122,2.32700593387988,3.8718965157679097
2.0,2.93225837574019,1.861360813404719,3.4731546553208905
2.1,3.094612417170122,1.3987206549904574,3.3960337871111412
2.2,3.4991824210096247,1.0964640560893884,3.666948464568158
2.3000000000000003,3.988632495512636,1.0964640560894843,4.136595533836438
2.4000000000000004,4.404652060722629,1.3987206549904574,4.621404466904519
2.5,4.574738086963222,1.861360813404719,4.9389161404088044
2.6,4.404652060722629,2.32700593387988,4.981557627122291
2.7,3.988632495512636,2.6345144882668645,4.780152275100384
2.8000000000000003,3.4991824210096105,2.6345144882668503,4.380062123348323
2.9000000000000004,3.0946124171701257,2.3270059338798443,3.871896515767891
3.0,2.93225837574019,1.861360813404719,3.4731546553208905
3.1,3.094612417170122,1.3987206549904574,3.3960337871111412
3.2,3.4991824210096247,1.0964640560894843,3.6669484645681867
3.3000000000000003,3.988632495512629,1.0964640560894843,4.136595533836431
