Time_s,X_Position,Y_Position,Distance_from_Center
0.0,12.68566985439281,8.741024045903956,15.405574349102393
0.1,13.624860739398798,10.503307044727649,17.203380163323608
0.2,15.394367156118527,11.488042473176868,19.20837473611176
0.30000000000000004,17.416781655631702,11.373233285515699,20.801315309535386
0.4,19.045849349687593,10.196740905191572,21.603654842146558
0.5,19.759196731926522,8.341865475785468,21.44790374621905
0.6000000000000001,19.324737357671737,6.4028092328863355,20.3578348557927
0.7000000000000001,17.884154948969034,5.002356747800979,18.570583493013988
0.8,15.901048505312978,4.601142800822904,16.55336396754087
0.9,14.008241867383575,5.333894737751988,14.989372011146312
1.0,12.81901037562908,6.955586626226022,14.584485329466387
1.1,12.73038690417896,8.937168303545203,15.554283269118645
1.2000000000000002,13.772456726614902,10.644471886572259,17.406474256164206
1.3,15.595920185830401,11.52841496232032,19.394253736255056
1.4000000000000001,17.607508573684328,11.299476802850258,20.921341596334546
1.5,19.16491100830774,10.033129539158352,21.632325402181966
1.6,19.7680466656183,8.141158299458453,21.378824276159435
1.7000000000000002,19.22047757477862,6.229102073486324,20.204664581340605
1.8,17.70062789719561,4.912110170374856,18.369568701547664
1.9000000000000001,15.696871645370877,4.624537643593845,16.36392764186718
2.0,13.848844126384911,5.463034994396036,14.887418681118012
2.1,12.75695534383307,7.147741089270614,14.622931044212667
2.2,12.786732567676157,9.130501227352195,15.711988493502343
2.3000000000000003,13.928066428363636,10.777189400880179,17.610759376453764
2.4000000000000004,15.799391798224981,11.557350406859495,19.575319400223183
2.5,17.79357831472302,11.215064245733785,21.033047693525482
2.6,19.274177959262623,9.863104455235497,21.651207021785446
2.7,19.765073147771318,7.940241771629353,21.300365159514953
2.8000000000000003,19.106237349721503,6.0614915390744954,20.04469968201481
2.9000000000000004,17.512139106768295,4.832441481598863,18.166659207677146
