Time_s,X_Position,Y_Position,Distance_from_Center
0.0,3.282523246877241,1.930148175953762,3.8079431255504774
0.1,3.706961364450116,1.438150464116875,3.976158864402358
0.2,4.145066234996023,1.703134397530311,4.4813213306518245
0.30000000000000004,4.024626113412632,1.9489706669294888,4.471700125602615
0.4,4.0004789855409495,1.9119328513348766,4.433883099695825
0.5,4.016862126868086,2.074648868114056,4.520989855356252
0.6000000000000001,3.7574444515930363,2.0739695064934116,4.291822261076502
0.7000000000000001,3.809458558939793,1.8147496736088682,4.219631605974998
0.8,4.023068723999762,1.9349426777391399,4.46420039023355
0.9,3.825464466890088,2.0945164424823517,4.3613274946130325
1.0,3.7474717775170827,1.8774673950375405,4.191470928291892
1.1,3.9406136778041128,1.903266413933769,4.37616946656607
1.2000000000000002,3.759207782203715,2.0366985045420294,4.275486399017627
1.3,3.6905107565179835,1.6847114506344714,4.056861140817349
1.4000000000000001,4.191175698107211,1.6168862597741076,4.492246087365514
1.5,4.302674312486043,2.180225237821317,4.823524471479362
1.6,3.782976539742061,2.3489426836753644,4.452914015723955
1.7000000000000002,3.5686716547517623,2.015596103034028,4.098541817524208
1.8,3.6452400454982956,1.8562973007661516,4.0906741080335545
1.9000000000000001,3.6988297340873517,1.6853041631176526,4.064676066304719
2.0,4.035497565143125,1.586557474404742,4.336174029933028
2.1,4.245133796447266,1.96054094226297,4.6759899204369715
2.2,3.8966928118613637,2.1645012352104906,4.4574971079339765
2.3000000000000003,3.795547353582118,1.8799123035885812,4.23559322674734
2.4000000000000004,4.040548640310931,1.9322965559425251,4.478817175865282
2.5,3.8690564287571463,2.149319790318076,4.425965794034105
2.6,3.7060184519864587,1.914974362211362,4.171534438835537
2.7,3.9729739206180392,1.8602033186655897,4.3868984671046976
2.8000000000000003,3.8879632042279355,2.164647361291225,4.449938884543856
2.9000000000000004,3.5298672435847918,1.9746553303231134,4.04465405577614
3.0,3.7165650789047016,1.5891735541753595,4.0420698374748865
3.1,4.064065619259065,1.6795573778088198,4.3974472530089095
