Time_s,X_Position,Y_Position,Distance_from_Center
0.0,3.239816395668706,1.7569524718740044,3.6855518265339775
0.1,3.2438013696889163,1.714413724403978,3.6689864737309144
0.2,3.254201857523098,1.6728956921211044,3.659017590313571
0.30000000000000004,3.2707459425602545,1.6332737722558983,3.6558668241490118
0.4,3.293002193951857,1.5963963794956464,3.6595552803364715
0.5,3.320400640025996,1.5630685189705615,3.6699105718371214
0.6000000000000001,3.3522578601213624,1.534031440499192,3.6865817800756138
0.7000000000000001,3.3878032767215798,1.5099389520344944,3.7090600804835314
0.8,3.4262042575260336,1.491332134985134,3.7367027110982267
0.9,3.4665885759327244,1.4786151414206556,3.7687582956758714
1.0,3.5080638228378564,1.4720351965319853,3.804392120291061
1.1,3.54973423238122,1.4716697034826915,3.8427106105830973
1.2000000000000002,3.5907158986841923,1.4774224484561231,3.882784793967535
1.3,3.630151467829788,1.4890295330933396,3.9236728494882103
1.4000000000000001,3.667225156949211,1.5060741811190992,3.964441926777933
1.5,3.701178529337877,1.5280083756994625,4.004189318980735
1.6,3.7313270097224804,1.5541786726869766,4.0420629139239725
1.7000000000000002,3.7570767730492616,1.583853574359598,4.077280714348465
1.8,3.7779413952878436,1.6162503862893756,4.109149120853369
1.9000000000000001,3.7935574336140783,1.6505602296823247,4.1370795343983415
2.0,3.803697814563565,1.6859705557140066,4.1606025740570605
2.1,3.808281565793436,1.7216849326552262,4.179378840413266
2.2,3.8073782021613765,1.7569400379123405,4.193204868726665
2.3000000000000003,3.801205226814194,1.7910198079313284,4.202012985315719
2.4000000000000004,3.7901178974563816,1.823266753334876,4.205864397532983
2.5,3.7745915516712167,1.8530906548179515,4.204935951583727
2.6,3.755198041332093,1.8799752050090939,4.199502244441997
2.7,3.7325787645375788,1.9034835008922866,4.189915711759132
2.8000000000000003,3.7074171120998747,1.9232634029826752,4.1765875736471125
2.9000000000000004,3.6804128364387583,1.9390534958374,4.159972007879672
3.0,3.652260097247917,1.9506896945036627,4.140554806084826
3.1,3.623630009851891,1.9581116103557341,4.118846383019054
3.2,3.595157635926375,1.9613669256794237,4.095377716927814
3.3000000000000003,3.567432637735256,1.9606115826274921,4.070696918552375
3.4000000000000004,3.540992334994522,1.956103839494339,4.045363883184608
3.5,3.5163157174760133,1.9481912449382763,4.019940963723597
3.6,3.4938171362827246,1.9372911021447605,3.9949787228760156
3.7,3.4738389451673974,1.9238665707239704,3.970997305326578
3.8000000000000003,3.4566432220060417,1.9084016464971698,3.94846542451538
3.9000000000000004,3.4424036807125757,1.8913784887811946,3.927779994959968
4.0,3.4311996989257363,1.873259865760283,3.909249787181205
4.1000000000000005,3.4230147295508084,1.8544781153741838,3.893086040549782
4.2,3.4177410175795737,1.8354304204724916,3.8794018213690737
4.3,3.4151914884882375,1.8164788394787075,3.868220298446873
4.4,3.415118148012473,1.7979527550771395,3.859490390501526
4.5,3.4172347886994094,1.7801513363960186,3.8531068479306447
4.6000000000000005,3.421240750673287,1.7633441828466592,3.8489311478963444
4.7,3.4268422879516436,1.7477693070444436,3.846809797369798
4.800000000000001,3.4337687788849216,1.733628721943464,3.846587653023414
4.9,3.4417822959073847,1.7210828246504741,3.8481153129458536
5.0,3.4506804600625864,1.7102452804956716,3.8512510378986544
5.1000000000000005,3.46029364710349,1.7011800860827044,3.855858634528648
5.2,3.4704782711323636,1.6939019621357203,3.8618031135376545
5.300000000000001,3.4811080362474467,1.6883803822983778,3.8689457834604726
5.4,3.4920648340478477,1.6845466681991041,3.877139961690102
5.5,3.503230538251483,1.6823029553703184,3.886227918918997
5.6000000000000005,3.514480459270467,1.6815316244593124,3.8960392070217575
5.7,3.525678789985652,1.682103986414916,3.906390245644647
5.800000000000001,3.5366760810688884,1.6838874472774807,3.9170849668475998
5.9,3.5473086728880237,1.6867508425566178,3.927916397482519
6.0,3.5574000734184743,1.6905679616676164,3.9386692315266543
6.1000000000000005,3.566764433342475,1.6952194291922473,3.949123628865999
6.2,3.5752123904701856,1.7005931184809056,3.9590605693265353
6.300000000000001,3.5825594693168483,1.7065832311524538,3.9682689772799633
6.4,3.588636818072821,1.713088156610894,3.976554443780235
6.5,3.5933033849859193,1.720007264697073,3.983748763057476
6.6000000000000005,3.5964579129507044,1.7272368839160692,3.9897188839297724
6.7,3.598048721838346,1.7346658578580376,3.9943735733079495
6.800000000000001,3.598079452671101,1.742171222176521,3.997666358654009
6.9,3.5966098109537716,1.7496146667460866,3.9995941812066316
7.0,3.593751582962004,1.7568405066700716,4.000192371114003
7.1000000000000005,3.589661316931326,1.7636758555737533,3.999527583828739
7.2,3.5845316176445916,1.7699335618475942,3.9976907998553695
7.300000000000001,3.5785828215978963,1.77541822685546,3.994792221290883
7.4,3.5720560461304727,1.7799352678265676,3.9909590268944255
7.5,3.5652075999117345,1.7833025233136848,3.9863358012246466
7.6000000000000005,3.5583039077218634,1.7853633786846705,3.981086421274603
7.7,3.551615742018713,1.7859999447246961,3.975395600630427
7.800000000000001,3.545410783065673,1.7851446431224862,3.969468354521454
7.9,3.5399442482033914,1.7827887864707832,3.9635263513132144
8.0,3.535448253520082,1.7789873673710517,3.9578012085732635
8.1,3.532121326583785,1.7738600533075526,3.9525258448779645
8.200000000000001,3.530119770673112,1.7675889672240777,3.947925575837197
8.3,3.5295522808374615,1.7604139586469119,3.944210517830383
8.4,3.5304784581009594,1.7526257447209534,3.941570136909098
8.5,3.53291094245486,1.7445568062240984,3.940169815815064
8.6,3.536820080203511,1.7365696467300769,3.9401485273622607
